content,score
"Tolong jgn lagi gunakan ekspedisi lion parcel, sangat mengecewakan, pengiriman lambat sangat, tolong ya toped, masih dlm 1 provinsi bisa lebih dr 4 hari bahkan seminggu lebih, dan satu lagi jgn udh notif pick up jne tau tau di oper ke lion parcel, jangan ya toped ya, bahaya buat kepuasan pelanggan, jne ya jne aja, jgn di oper oper, paham ya, paham dong, udh beberapa kali kejadian seperti ini klw belanja di toped, oper paket dr ekspedisi A Ke B",1
hs 9o,5
mantap promonya banyak,5
Tokopedia 😁,5
mntap,5
bangus banget,5
baik,5
sangat baik,5
"Request Pick up lelet, tanya ke CS lelet juga jawabnya. Asu",1
bgusss,5
Tolong hapus kurir yg lemot.. Udh 2x pake JNE dh lebih batas waktu pengiriman masih belum sampe2 juga..,1
"Sayang sekali banyak promo tapi tiap order sama seller tidak dikirim,walaupun beda seller, jadi hilang deh diskonnya.",3
"belanja pertama dpt 100rupiah , trimakasih",5
Bagus 👍,5
lengkapp,5
baik,5
bagus,5
ok,4
kereen,5
Kurir rekomendasi nya tolong diperbaiki paket garut bandung biasanya semalem juga sampe ini sampe 3 hari blm dateng2 kaya dari sumatra aja!,2
"Aplikasi bagus tapi Tolong jangan terlalu sering update dg, makan banyak memori , di menu wishlist atau keranjang setelah scroll cari produk pas tekan kembali pasti kembalinya ke wishlist atau keranjang paling atas, bukan kembali ke tempat tadinya kita buka produk, jadi klo tadi sudah scroll sampe bawah mesti ngulang lagi nyari kebawah",4
"Toko belanja online terburuk, pesan barang tidak pernah sampai, dikarenakan pembatalan sistem",1
"Aplikasi TOKOPEDIA tidak optimal di hp samsung a55,sendat2 patah2 gredek,aplikasi lain berjalan mulus",1
mantap,5
seneng pakai toko pedia dri pada aplikasi lainnya.. disini bnyak promonya,5
Klo ketemu penjual yg tidak amanah..susah komplain nya dan tak ditanggapi..makanya rada2 iseng pesan barang disini,2
mantapp belanja online di toko pedia,5
memudahkan dalam bertransaksi,5
"Dah lama g pake toped, sekalinya pake.. paketnya disasarin ke pulau lain. Makin males deh pake toped, apa uninstall aja?... Diskon, promo, gratis ongkir gak transparan",1
lebuh murah lebihh terjangkau,5
sangat membantu,5
tokopedia memang keren,5
mudah dan menguntungkan,5
baguss,5
banyak promo kupon bs belanja lbh murah... Alhamdulillah...,5
"Pengalaman sya selama blnja di tokped pengiriman selalu lama sampai 4-5 hari, padahal sya jga biasa blnja di oyen cepat pngiriman 2-3 harian",3
"Baru dpt pengalaman buruk belanja disini.. lg butuh bgt barang, udah terlanjur bayar, udah diproses, toko chat hanya dibaca ga dibales, ga bs dibatalin, ujung2nya batal otomatis.. gmn memberi efek jera pada toko2 kyk gini?",3
Gratis ongkirnya 0% Promonya terbatas bangt,2
top banget,5
"pengiriman dibatalkan secara sepihak oleh sistem, apk tidak jelas",1
Goodd,4
semoga berkah buat kita semua ...,5
OMG. beneran banyak promonya...........,5
Najis pesan pakai promo akun baru dan sudah dibayar tapi dibatalkan oleh sistem dan promo akun baru nya hilang.,1
mudah dalam belanja dah pengwmbalian refind,5
sangat senang sekali belanja disini... gratis ongkir... hadiahnya menarik... produknya original,5
bagus,5
joosssssssss,5
keren...,5
"Tidak bisa mengganti nomor yg sudah ga aktif, padahal sudah verifikasi ktp dan selfi. Aplikasi t4i menyengsarakan konsumen",1
ok,5
The One and Only Trusted Marketplace,5
Mantaplah.. membantu kami.,5
baik bgt,5
"Proses pengirimanya lama, bahkan retur dg alasan bad address",1
"Pengiriman lama banget barangnya gajelas kapan sampai kadang juga hilang, mending di shopee ada garansi tepat waktu, dan kalo di shopee walaupun beda pulau tetap 3-4 hari sampai tuh paketnya ga kayak ini berminggu minggu",1
"Percuma ngasih flashsale_ Klw ujung2nya dg mudahnya dibatalkan sepihak oleh sistem! Sudah sangat sering sekali terjadi. Kesannya pembeli cuma dibohongi harga murah,sudah klik beli,sudah di bayar. Eh besoknya di batalkan sepihak. Voucher jg tidak dikembalikan,diskon & ongkir jg ikut zonk. Masih mending aplikasi oren,gak pernah nemu ada pembatalan sepihak dari sistem. Flashsale cuma buat manipulasi data,supaya bnyak yg tertarik dan klik beli. Lama2 tokped hancur sendiri dengan kebijakan sistemny",1
"gak suka dengan syarat minimum pembelian, biaya ongkir jadi lebih mahal daripada barang nya.",4
"Jir,kga lagi dah pesen pake aplikasi ini, pengiriman sangat lama banget . Dari tanggal 11 s/d sekarang belum sampe2.",1
"UI/UX bagusan sebelum nya. Wishlist taruh di navbar bawah udah bagus, malah niru kompetitor disembunyiin.. ribet. Transaksi udah bagus ky dulu di akun dan lgsg keluar. Orang nandain barang kalo ga di wishlist ya keranjang, kedua fitur ini susah diakses. Keranjang pojok kanan atas jauh dr tangan, wishlist sembunyi.",3
mantul sekali,5
"Alhamdulillah tiap bulan dapat diskon, sering belanja bayar 0 rupiah sampai di bawah 10 ribu. Diskon nya mulai 20 ribu sampai pernah dapet 50 ribu. Voucher diskon yg ""Spesial untuk Kamu"", 1 bulan sekali. Yang kurang nyaman mungkin untuk kurir rekomendasinya, kadang dapat yg lamaaa banget, nggak sampek², nggak di kirim² sama kurir nya.",5
nice,5
the best 👍👍👍👍👍👍👍🙏🙏🙏🙏🙏,5
Ok,5
sangat bagus dan membantu,5
Kurang sekali saya paket bermasalah terus masa pesan mejikom datangnya barang lain,1
ok,5
pembayaran cod jarang ada,5
Good,4
"Kalau tidak niat usaha tutup saja tokopedia, aplikasi belanja paling lemot yg pernah saya pakai, udah 5 kali order pasti pengiriman yang katanya cuma 1-3 hari eh kenyataan nya selalu 7 hari, jangan buang² waktu kita buat menunggu paket, promo cuma pajangan kalau di pakai pasti paket kita di batalkan, moga tokopedia cepet² di tutup aja",1
"Walaupun baru menggunakan Tokopedia, tapi saya merasa cukup puas.",5
"Saya pesan barang di Tokopedia menggunakan voucher,setelah barang saya bayar lalu kemudian barang dibatalkan oleh sistem jadi uang saya susah untuk di tarik kembali karena masuk ke saldo tokped.",1
"Estimasi sampe tanggal 13, udah tanggal 17 masih belum bergerak dari Bekasi... dikomplain juga ga dikasih solusi. Curiga barang ilang. Rugi waktu banget lah, ga ada garansi tepat waktu juga.",1
GAJEEEE NGASIH PROMO BUAT HP BARU TP SELALU DI BATALKAN SISTEMM GAGUNAA,1
nyesel asli,4
kpn sy dpt pinjaman kartu kredit,1
somoga aman dan dapat di percaya,4
sudah gk bisa pakai promo.. ya sudah gk usah blenja di toped..,1
"jelekkkk, sering gagal belanja karena dibatalkan oleh sistem, dari sellernya juga aneh aneh ga kek di sebelah 😬",1
mantap,5
"Kupon ada, masih berlaku, tapi setiap mau dipake selalu gak bisa. Lebih baik gak usah ada daripada cuma jadi sampah gak bisa dipake. Move lah ke SHOPEE yg lebih jelas, pengiriman pun ada garansi cashback kalo telat. Bye bye toped",1
nice,5
"Lama banget kalo buka2 yg lain,leletnya minta ampun",2
saya puas dengan aplikasi ini,5
"Saya rugi besar memakai tokopedia, biaya sangat mahal. Dan mulai hari ini saya berhenti berlangganan. Saya kecewa dengan Tokopedia. !",1
Sangat sangat bagus,5
pengirimannya sangat lamaaaa sekali,1
ok,5
"Terlalu sering berkali-kali pembaruan dalam beberapa bulan selalu ada pembaruan, itu cuma ngabisin ruang penyimpanan doang sialan",2
Pesanan dibatalkan sistem dengan alasan akun padahal seumur2 hanya punya punya akun itu aja,1
good,5
"Mantappp,, Aplikasi Belanja Terbaik",5
👍👍👍,5
"ga nyesel belanja di tokopedia keamanan terjamin dan responsip jika ada kendala, mantap pokonya mkh",5
good job,5
banyak promo menarik lainnya,5
ok,5
Najis banget gada halaman kupon nya bisanya juga ada mau chat admin tokopedia malah chat an otomatis najis beut lahh jan beli di toped mahal mahal cuih,1
sering sering promosi harga nya,5
mantap dpt voucher bsa belanja gratis,5
udh mau co gabisa' apaan dah,2
"Toped makin bapuk, sejak gabung sama Tiktok Shop malah sering gangguan. Promo juga gak jelas, kadang ada kadang gak ada.",3
oke sangat,5
"Ngga aman penjual nya malah nge heck akun dana saya, ngga bagus gitu teh woi",1
Bagus - bagus,5
"saya sudah pesan tapi gak ada jejak transaksi ini gimana sih, kedua saya udah pesen tiba tiba dibatalkan sistem padahal saya baca syarat ketentuan gak ada yang melanggar, Tolong diperbaiki",2
Tokopedia sekarang sudah tidak bisa menggunakan gopaylater lagi gmna itu,1
good,5
👍👍👍⭐⭐⭐⭐🌟,5
"Mohon maaf dikurangi bintang nya.. Sekarang pengiriman di tokped lebih lama,karena pengiriman di oper"" dari ekspedisi satu ke yg lain.. yg standard 1 hari bisa jadi 2-3 hari Yg standard 2 hari bisa jadi 3-4 hari. Semoga kedepannya bisa berubah menjadi lebih baik lagi",1
transaksi mudah,5
Good cuman untuk bebas ongkir ketinggian dengan min 30rb,5
mantap,5
"Ngasih kupon promo tapi tidak bisa digunakan, buang buang waktu n kuota..sklian gk usah iming2 promo.",2
"Mantap, ada voucher diskon",5
Ok,5
ok,5
Nice... good jobs👍👌🤝,5
"Aplikasi tokopedia tidak netral, telalu memihak penjual. Karena saat mengajukan pengembalian barang tidak bisa mengajukan banding dan langsung menerima solusi penjual. Untuk penjual mungkin bintang 5, untuk pembeli bintang 1, karena saat pembeli mengajukan pengembalian barang yang tidak sesuai, penjual mengubah solusi ke penukaran barang dan mengirimkan barang yang rusak kembali ke pembeli, sehingga saya merasa di rugikan.",1
Tokopedia kok memanjakan sekali performa kurir yang lemot. Saya beli pesanan tgl 12 Oktober 2024 tapi diberi waktu estimasi tiba sampai 19 Oktober 2024. Tolong dukung buyer!,2
bagus sekali semoga amanah ya Tokopedia bagus terus,5
"Makin kesini tokopedia makin ga jelas. Belanja di batalkan sistem karna terindikasi fraud (katanya...), tokopedia care ga membantu, CS susah dihubungi, email ga bisa, lengkap sudah. Gimana pelanggannya pada kabur termasuk saya",1
promo beledak banget,5
"jujur kecewa berat gw, udh seneng paket mw dateng mlh salah alamat kalo gw bandingkan gw masang alamat rumah di tempat belanja online lain langsung tepat lokasinya. apa karena harga barang terlalu murah mangkanya salah alamat kali ya? jujur kalo di banding dengan aplikasi belanja online yang lain, entah mengapa diskonnya sama tapi ngk pernah salah alamat walaupun barang yang dijual beda",1
mantul,5
Maaff ini knp gabisa cod yaa?,2
Banyak menjual barang2 PALSU,1
Lumayan,4
"Tokopedia promo ketularan tolol kayak si merah, payah, promo nya kaga jelas... Saat klik beda angka... Suee lah .. selamat tinggal. Msh mending si kuning promo apa adanya .. gelap",1
Aplikasi bagus,5
good,5
Kasih diskon dong om,5
mudah dan murah,5
"Hapus id express dari kurir rekomendasi, paket bisa lebih dari 1 Minggu dari tanggal check out sampai ke penerima. Masih mending spx dari shopee serasa pakai next day",1
Ok,5
"Ok Best, puas hati buat Toko Pedia dech 😍😍😍🤗🤗🤗🤲 Sehat sukses berkah selalu",5
semoga selamat sampai tujuan,5
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Pesen baso Aci udah 7 hari belum sampai haduh . Perbaiki lagi pengiriman nya,1
Paylaternya ko sekrang ga bisa ya untuk bayar air listrik sama top up emoney,5
mantap,5
Tokopedia tidak bagus Emang iya vochernya sering hilang Ada Vocher sudah diklik malah dibatalkan Dari pihak tokopedia,1
nice,5
Lgi diskon... Murah banget.. Tpi boong.. Pas klik pilih metode pembayaran ga muncul.. Malah muter ampe mabok... Nipu nipu,1
Aplikasi TOLOL.... harga barang Rp.100. giliran di klik gagal terus ga guna aplikasi nya,1
Ga bisa pesen pake promosi,1
oke,5
mantap serba murah,5
Nyebalin banget minta update terozzzz mau lihat barang sampai pun minta update,3
"Aplikasi apa ini, padahal cuma top up saldo Tokopedia aja nggak bisa👎👎👎👎👎👎👎👎",1
Mntap nih belanja di tokopedia bnyak promonya dari tnggal 1-10 blan bsok tnggal 4-11 ada lgi kurir ada yg lma ad jga yg cpet tpi gpp dh,5
Pengiriman lama banget sampe 1 minggu lebih Giliran di komplain barang dinyakan telah sampe padahal ngga merasa menerima barang,1
Kalo nyuruh update bikin emosi 👎,1
Aplikasi aneh,1
"aplikasi nya kebanyakan loading, dev aplikasi nya tolong dipikirin lg, biar bisa buat semua kalangan.",1
good,5
mudah bertransaksi,5
"Buka toko di Tokopedia tujuan nyari untung,eh ternyata malah buntung Karena potongan terlalu besar Potong seakan menyekik leher",1
ramah di kantong,5
mantaaap,5
Sy tunggu 4 jam lagi. Kl paket masih belum jelas. Besok pagi sy uninstall aplikasi tokopedia. Sangat2 tidak recomended buat keluarga dan orang2 terdekat. Mending shopee tidak ada lapak fiktif atau penipuan. Tobat tobaaat.,1
mantab banget,5
mantap,5
BOSOK . SETIAP PENGIRIMAN KE KAB bandung SLALU 1 MINGGU LEBIH . APALAGI DI SARANIn PAKE ID EXPRESS BOSOK BNGT . MANA CARE NYA BOT LAMA PULA . BOSOK BOSOK,1
"Aplikasi jelek, pernah dapat diskon, sudah dibayar, ditunggu tidak diproses2 apalagi dikirim nyatanya stok barangnya habis, kalau stok habis knp sistem masih bisa memproses hingga pembayaran, akhirnya barang tidak didapat dan diskon udh hangus",1
wau menarik sekali promox🙏,5
belanja semakin mudah dan banyak promonya rugi deh bila tidak mn download apk tokped,5
Ya ok,5
"Semoga bisa lebih bagus lagi ,dan lebih bijak biar gak ada yang pripun",5
banyak promo ghoib,1
Terimah kasih kk paket udah nyampe🙏,3
Banyak bngt promonya ok bngt pokoknya,5
mantaaap,5
mantap harga nya juga murah murah banyak diskon❤️,5
"Cukup membantu dan mudah,semoga makin baik terus",5
Belanja terus kapan bisa nabung nya 😁😭,5
"Banyak menu yang tidak dipahami. Saya mau ganti nomor telpon (karena sudah tidak aktif) tapi susah sekali. Promo sedikit 😭 Sudah berkali-kali belanja di toko online, tapi baru sekali ini paket hilang, penanganan kurang gercep dan lamaaaa sekali. Meskipun dana kembali, tapi rugi waktu.",2
Pengiriman lama banget,1
Pengiriman kartu kredit Tokopedia saya tidak sampai sampai padahal sudah 1 bulan lebih saya nunggu nya,2
"orderan pertama di pertama di batalkan system habis itu kena pinalty, resi gak langsung keluar harus nunggu besoknya padahal klo si orange sat set, Pengiriman seharusnya 1x24jam molor jadi 3x24jam, Nyesel Bangeeeettt",1
Aku tidak ada uang dan aku tidak beli barang hehehehe,5
good,5
Kurir rekomendasi super lelet,1
"Padahal udah banyak yang komplain masalah Pembatalan Sistem, Pengiriman yang buruk. Tapi apknya masih aja tidak ada perbaikan juga. Tetap sama.",1
"Promo Untuk Pengguna Baru, Setelah Cekout.. Dana dikembalikan 😂😂😂 Pas Coba Lagi Gak bisa (hangus)",1
oooookeee,4
"Tolong dong diperbaiki gopaylater saya, masa tidak bisa di gunakan Bayar selalu tepat waktu tidak lewat jatuh tempo, ini gak bisa di gunakan.. Tolong di perbaiki",2
Sangat buruk sekali,1
"makin kesini layanannya makin buruk, chat penjual supaya segera dikirim tp gada respon terpaksa nunggu sampai batas waktu kirim habis utk refund, mending hapus tuh kurir instant gak ada gunanya. sistemnya bobrok !!! masih lebih baik si oren",1
"Udah lah ng lag parah, gratis ongkir pas di co mahal scam pant3k, pelit amat ga kayak dulu",1
"Pengalaman pertama belanja disini buruk bgt, beli jam tangan tertera sudah diterima padahal gk diterima diajukan komplain 3 hari baru barang beneran nyampek. Tapi dalam kondisi wrapp plastik dus jam tangannya sudah kebuka. Entah udah dibuka pihak kurir atau gimana . Pesen rak dibatalkan oleh sistem tapi 7 hari kemudian barang tetep dateng, sampek pesen di tempat lain akhirnya double2. Jngn pakek tokped mending si oren lah",1
Tidak ada tanggapan kalau ada permasalahan! 😡🤬,1
Gak pernah kecewa dengan pelayanan Tokped....terpercaya dech. Dah lama banget aktif belanja di Tokped.,5
paket selalu macet di satu tempat dan belum dikirim-kirim padahal sudah bayar duluan,1
"Pembelian di batalkan otomatis sama sistem, duit masuk ke saldo Tokopedia, mana sekarang penarikan ke rek bank min 50..hla kalo cuma 20rb gimana.. Terjebak di saldo Tokopedia.. Mau buat beli, untuk yg seharga 20rb tidak bisa pakai voucher gratis ongkir, masa iya beli barang yg harga 2rb, yg 18rb buat ongkir nya",1
Kurang suka belanja di sini.....setiap ada keluhan hanya robot yg menjawab... Dan saldo refund kehilangan barang ongkir tidak di kembalikan....asli pembeli rugi double...rugi waktu dan uang,1
mantap,5
wlpun bbrp kali terkendala tp masih bisa d-selesaikan... tlng d-pantau toko² & kurir² yg membuat pengiriman jadi lambat....,4
"Saya ingin membuat keluhan mengenai paket saya yang tertunda di karenakan keselahan sistem yang membuat alamat saya tidak di temukan. Bukan hanya itu kerena kendala ini paket saya menjadi lebih lama sampai nya, mohon kerja sama nya dan segera di update pengiriman toko pedia",5
murah poool,5
Alhamdulillah.,5
lain dari pada yang lain barang di tokopedia belum tentu ada di toko lain...tapi kapok pake kurir JNE,5
"mantap, belanja skr tambah praktis ......",5
Pengiriman nya kacau sekali!,1
Bagus,5
🥰🥰🥰🥰🥰🥰🥰,5
"Payah, nggak niat kasih paylater, limit shopee ku 10 juta, akulaku 10 juta, tokopedia 0 juta wkwkwk, tokopedia payah, voucher bolak balik dipakai kok dicancel sendiri sama tokopedia, payah kok pake banget pet kopet, tokpet",1
oke bagus👍👍👍,5
Lohiffioo Molu,4
bekanja hemat barang akurat,5
"Beberapa hari lalu, anak saya belanja di toped, tapi dibatalkan sistem krn penjual tdk mngirimkn pesanan, apakah karena terlalu murah? Beli kue sagu dan kripik bsambal dibyar cm rp 520 doang (krn pmbelian ke1? Tapi sy periksa saldo rp 520 itu ga dKmbalikn k DANA. pdhl uang sdikit itu sngat brarti bagi kami. Sebenarnya kalau ga ikhlas jgn pasang hrga trlalu murah, jika kami punya uang banyak apa juga kami susah susah ngambil barang yg diskonnya keterlaluan. Kasih diskon saja seikhlasnya penjual",4
semoga amanah,5
Tokopedia Maju Terus Pantang Mundur,5
bagus,5
mantap,5
good,5
katanya voucher khusus pengguna baru tapi gak bisa dipake padahal pertama kali make & gak bisa dengan alasan yg gak jelas. lapor ke cs malah dilayanin ama bot ga jelas emng tokped,1
Garansi harusnya lebih dari 2x24jam,3
belanja mudah banyak diskon,5
bagus,5
baru pertama pakai ternyata mudah,5
kereeeeeeeeeen,5
Sangat bagus,5
mantap,5
"banyak promo, tpi agak sayang untuk ekspedisinya lambat",5
Up date terus cape deh!,1
"Setiap saya order barang dari hasil promo selalu saja dibatalkan sistem, dan orderan saya yang sekarang masih belum ada pergerakan dari awal saya order sampai sekarang sudah 5hari, tolong segera di perbaiki masalahnya!!!",1
saya kira cuman saya sendiri yang bermasalah sm pengiriman . entah ini toko nya nakal atau gimana pesan pakai next day tiba2 besoknya jadi regular di komplain sampe hari H pun blm datang dan ga ada bisa menyelesaikan ujung2nya batal barang juga ga sampe ini chat sm bot ga ada kelar2 nya di suruh nunggu berminggu2 ga jelas komplain sebelah chat sm CS dsni komplain cmn bot saya bukan membanggakan sebelah atau pihak sebelah tapi kenyataannya ga becus ngurus komplain ini kecewa sm ini aplikasi,1
